Type,Tweet
Sports,What did TipsarevicJanko film Plus an unusual Gael_Monfils stat in Fridays AustralianOpen diary. http//t.co/xnmhMr atp tennis
Politics,Medvedev We must also focus on our business environment. Russias legislation must be competitive and amenable for investors
Sports,Sub Oscar off; Hazard on. CFC
Sports,Should Cricket Australias head of the BBL and commercial ops also hold the keys to its disciplinary procedures http//t.co/ghYxBGCNY
Politics,Keeping Up the Demand for Action on Gun Violence  Its been two weeks since President Obama released his plan f... http//t.co/mNVehWe
Sports,Class acts Murray and Djokovic have mastered the art of trophy speeches http//t.co/zGF AusOpen
Politics,Don t miss SecKerry s first major public speech on Feb. at UVA. Tune in at EST/UTC at http//t.co/rKYsXM via CONX
Politics,I am running for president to get us creating wealth again   not to redistribute it.
Politics,Dmitry Medvedev has held a working meeting with head of Karelia Alexander Hudilainen http//t.co/rAALk
Sports,Murray When youre playing points like we were the positions youre getting yourself into on the court you expect thse sort of things.
Politics,Were off to Imphal BCIM http//t.co/DYkZsNUBLL
Politics,Meeting with Accounts Chamber Chairman Sergei Stepashin The chambers performance in  http//t.co/PTzrqhm
Politics,mdiirfankhan nitingokhale ha ha )
Sports,st Test. . R Ashwin to M Starc  runs / IndvAus http//t.co/fVNlKTPB BCCI
Politics,The Year in Review Joining Forces to Hire American Heroes  In August of  President Obamachallengedthepriv... http//t.co/LzyeTZP
Sports,therealrichc Who doesnt love a good highlight right Thanks for the feedback )
Sports,.cricketaakash Well the scenery is quite distracting
Politics,Photo The rally has now entered Dhaka the capital city of Bangladesh. http//t.co/vnDNhoWCG
Sports,Jess Cameron has been named as the Player of the Match in the wwc final between Australia and West Indies.
Sports,bradferrari Getting there early to get the best from the firstin firstserved policy. Good luck
Sports,INDvAUS Drinks in the afternoon session on Day Three. India . Live Scores http//t.co/SHuuuOqH
Sports,RT Ferrarikid EmbraceTheRace ausgrandprix
Sports,RT NotRickyPonting What about my Johnnie Walker question... Future career as a pub trivia host AUSvENG
Politics,Order on Far East energy industry signed. President met with his regional envoy V. Ishayev RusHydro CEO Ye. Dod http//t.co/stdYLSE
Sports,Todays PMB Q (http//t.co/mWAvuAiQQE) Which CFC player who faced Viktoria  di ekov in / is now on the coaching staff at Luton CFCPMB
Sports,Yes Laxman it is. Met him yday at the commentators workshop. As graceful off the field as he was on it...
Politics,RT civsecatstate SecKerry My job is not just to talk to leaders of the world but to talk to you  the future. YouthConnect zeenat
Politics,HM Cabinet on .. approved propopsal for modification of norms of Scheme Special Industry Initiatives Udaan to make it more flexible
Sports,Lotus dismiss a controversy over engine settings in advance of the final preseason Formula  test as trivial. http//t.co/tSIjcrRSAC
Sports,GBFedCup Robson takes her third set point to break again levelling the match   after  mins
Politics,Your electoral rights and citizenship  learn more during EP_Constit conference. Starts at am CET http//t.co/wkslXxNLL
Politics,Vice President Biden Honors Public Safety Officers with Medal of Valor http//t.co/kLtwMLAu
Sports,Tendulkar shines in Chennai http//t.co/BBIpoQm
Sports,McgregorWayne Hi Wayne  in the League in January the record was  home wins a draw and a loss. Looking good for February though...
Sports,On our npower Football League Show podcast later are officialbantams Mark Lawn ex Dag_RedFC boss John Still ; ytfcofficial Paddy Madden
Politics,gpphils says that governments must take an active role in supporting initiatives as has been done in Nepal. KeepWhatUReap
Sports,The npower_League Team of the Week http//t.co/WpQjtYa http//t.co/cCBINsV
Sports,Nathan Hauritz awarded the KFC T Big Bash Player of the Match BBL bigfinals
Sports,st Test. Over   run (M Clarke  D Warner ) AUS / IndvAus http//t.co/fVNlKTPB BCCI
Sports,RT BBCSport If an emerging sport needs a star to help raise its profile then womens cricket has struck gold with Ellyse Perry. http ...
Sports,Scotland centre Nick De Luca has been given a week ban for a speartackle. http//t.co/MnXJCMn rugbyunion
Politics,RT USEmbassyAbuja SecKerry We have an interest to help young people get the skills they need to overcome extreme unemployment ent ...
Sports,John Terry has been looking ahead at the rest of the campaign... http//t.co/ohvgcA CFC
Sports,Abbott added to Proteas squad http//t.co/ypuyWkaae
Politics,President Obama on restoring America  basic bargain If you work hard if youre willing to meet your responsibilities you can get ahead.
Sports,EXCLUSIVE Allan Border on the  tied Test  I think the rivalry between India and Australia was born that day. http//t.co/nxTCmeDNvc
Sports,saminabham Thanks we like to keep a good balance.
Sports,South Africa complete a summer of dominance. No doubting who the worlds No.  side is http//t.co/vLeQWjuBmZ SAvPak
Politics,Honble Industry Minister and    Sports        Minister of Assam will SendOff the BCIM Car Rally from Silchar Assam. BCIM
Sports,INDvAUS Aus . davidwarner and eddiecowan at the crease. Live Blog http//t.co/UkibMyuR
Sports,cricketfox Always a good thing. Thanks for the feedback )
Sports,Great to hear MT tillsidecc ECB_cricket we are starting the new build for our pavilion this weekend. ECB support been massive
Sports,nialls_nandos Good to hear )
Politics,What do ladygaga Pres. Obama ; SFGiants have in common They team up against bullying http//t.co/eppPZtMzZ LGBT
Politics,Dmitry Medvedev RussianBelarusian trade turnover will add up to around  billion in
Politics,RT USAndIndia SecKerry to speak at the historic grounds of UVA campus http//t.co/gGunvkA. Its founder Thomas Jefferson was the s ...
Politics,Does China have a meritocratic selfreforming system http//t.co/hVIvkgIg Or is oneparty rule on the way out http//t.co/wdqvMFS
Politics,Working meeting with Deputy Prime Minister Dmitry Rogozin DRogozin http//t.co/UPMOFal
Politics,See the latest on Inida Thailand relations http//t.co/xKSzXZo
Sports,The first half is underway... CFC
Sports,You just dropped the cake mate. Happy birthday Herschelle Gibbs http//t.co/BkuDQxQqp
Politics,Economic Survey DBT with Unique Identification Number (Aadhaar) has potential to plug leakages in distribution of schemes
Sports,RT Gilo cricketicc Cardiff  visit Cardiff bay lots to do and see just a mile or so away from the Swalec Stadium ) ctguide
Sports,Warner isnt keen on the toilets at the WACA hes having a slash out there.
Sports,New Zealand bowler Chris Martin is seven ducks short of Courtney Walsh s Test record of  mondaymilestones
Politics,RT whitehouse Photo of the Day President Obama visits a prekindergarten classroom in Decatur GA http//t.co/WvfymR http//t.co/o ...
Politics,Railway Budget Enhanced reservation fee abolished
Politics,Attitudes wont change willingly or easily. Whether its the death penalty castration or simply swift justice the best deterrent is fear
Sports,The decision stands Taylor out for  and New Zealand in all sorts of trouble at  NZvEng
Sports,Bid in our AusGP memorabilia auction yet Framed pics of Button  AusGP (signed by Brabham) ;  winners http//t.co/GlDoeBeBj
Politics,We are offering Pres. Obamas pET press conf in x AND HD. Check here for channel/satellite coordinates http//t.co/iEqzbGC
Sports,You know you are in trouble when Tanvir Ahmed heads your batting averages in the series http//t.co/oLexCBpLh SAvPak
Politics,For every woman ; girl violently attacked we reduce our humanity NelsonMandela
Politics,HaroldHolzer US presidents of both parties have a way of emulating Abraham Lincoln.
Sports,Top tips to take the divisional titles Cardiff City (%) Doncaster Rovers (%) ; Gillingham (%) TheChangingRoom http//t.co/UhsSnS
Sports,Theyre not looking at their opponent. Theyre playing against themselves. d   Keith Smart on the Miami Heat. (http//t.co/ZkpkJAMjJ)
Politics,Video in English Press Conference by Chief Cabinet Secretary Suga (February  (PM)) http//t.co/RTtOOIXR
Politics,Video elections in Italy aircraft CO emissions tougher approach to smoking start of the week in Europarl_en http//t.co/NeqtSKH
Politics,CEA CAD widened to .% of GDP in
Sports,RT cvrse channel upto their old antics again switched channel wont be forced to watch your news ausveng lostadrevenue
Politics,RT numberpress PM Thanks to the emergency services for their rapid and professional response to helicopter crash in central London...
Politics,Uddhav Thackeray  BJP must declare PM candidate before elections. Balasaheb had backed Sushma. If there are other names let  discuss
Politics,It is what we make out of what we have not what we are given that separates one person from another NelsonMandela
Politics,To stop Chinese hackers focus on defense not diplomacy. adschina on staying safe in cyberspace http//t.co/vmMZdJY
Politics,Photo People of Bangladesh welcomed BCIM Car Rally with such love and warmth we ll definitely miss it.... http//t.co/OEMTLnne
Sports,Aegon GB ProSeries Cardiff results FindelHawkins bt Pauffley   Nielsen bt Rosenzweig   Burton bt Marsalek
Sports,isha_viratk sorry not sure thats up to the host of the games to give the rights out to India
Politics,PM Best wishes to Pope Benedict. He will be missed as a spiritual leader to millions.
Sports,st Test. Over   runs (N Lyon  M Henriques ) AUS / IndvAus http//t.co/fVNlKTPB BCCI
Sports,Splendid fightback by Pak from  to  but Younis Khans wicket towards end of days play gives SA big advantage nonetheless...
Sports,RT ATP_Zagreb Dont forget to submit your questions for Marcos Baghdatis Will ask him best ones tomorrow Use AskMarcos and ATP_Zagreb
Sports,SIX Mr Cricket delivers a critical blow hooking White for six  off  now BBL bigfinals
Politics,Prime Minister The quality of research in Russia is a sensitive issue. The fact that it is being discussed by the public is a good thing
Sports,RT ScoxLive AussieGrit ausgrandprix redbullracing Amazed Yes we are ;days to go CantWaitForTheAusGP http//t.co/WouGroNf
Politics,Any man or institution that tries to rob me of my dignity will lose because I will not part with it at any price or under any pressure NM
Sports,GBfedcup Watson wins
Politics,Railway Budget Internet ticketing from  hours to  hours
Sports,A message to all NBA GM s from BillSimmons STOP TRADING WITH DORK ELVIS d ; http//t.co/BxFLPDS
Politics,Vice President Biden Meets with Groups to Discuss Violence Prevention http//t.co/aaezWyb
Sports,Tonight we join whufc_official in remembering one of the all time great footballers  Bobby Moore legend http//t.co/WWhxZggfVC
Sports,RT GTCTennis Massive well done to TaraMoore who has reached her first k singles final in the States. Good luck winner progress
Sports,Twotime runnerup andy_murray will play Berankis in AustralianOpen rd RD. Read report http//t.co/qOIsCua atp tennis
Politics,Tata among top  global brands | Business Standard http//t.co/NJucTrYvO
Politics,We agreed on maximum possible flexibility within budget as explained by EP president EUHvr on EUbudget cuts http//t.co/amQnI MFF
Politics,My conviction that better days are ahead is not based on promises ; empty rhetoric but on solid plans ; proven results http//t.co/nnyaXWbO
Politics,Government again appeals to the Bank Employees not to join the strike on  February . Visit PIBs website http//t.co/qulJPOZ
Sports,RT BFC Paul Ince has been on the training ground this morning and discussed his plans with the players. http//t.co/SnrGSafk
Politics,Worth a read and a RT President Obamas plan to reduce gun violence. http//t.co/GTydmZjn
Sports,The AustralianOpen ballkids have some of the best hands in the business. Watch http//t.co/JUxAh atp
Sports,RT ivokarlovic What a match. Congrats to Commodus. But I kinda wanted to see Lamonf do the dougie..
Sports,GAME ON Pomersbach and Forrest taking guard in the Big Final. Michael Beer to take the new ball. BBL bigfinal
